traffic_delay,hour,day_of_week,minute,duration_seconds,destination,duration_traffic_seconds,distance_meters,origin,is_weekend,timestamp,id
83,14,6,27,714,"Tugu Jogja, Yogyakarta",797,3902,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:27:16.462006+07:00,"2025-08-10T14-27-16.462006+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
208,14,6,27,448,"Malioboro, Yogyakarta",656,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:27:16.595690+07:00,"2025-08-10T14-27-16.595690+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
56,14,6,27,840,"Kota Gede, Yogyakarta",896,5591,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:27:16.760062+07:00,"2025-08-10T14-27-16.760062+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
104,14,6,27,462,"Prawirotaman, Yogyakarta",566,2742,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:27:16.931197+07:00,"2025-08-10T14-27-16.931197+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
24,14,6,32,400,"Stasiun Lempuyangan, Yogyakarta",424,2314,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:32:23.397613+07:00,"2025-08-10T14-32-23.397613+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
28,14,6,32,654,"Stasiun Tugu, Yogyakarta",682,3620,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:32:23.574889+07:00,"2025-08-10T14-32-23.574889+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
41,14,6,32,714,"Tugu Jogja, Yogyakarta",755,3902,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:32:23.734988+07:00,"2025-08-10T14-32-23.734988+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
182,14,6,32,448,"Malioboro, Yogyakarta",630,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:32:23.875277+07:00,"2025-08-10T14-32-23.875277+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
45,14,6,32,840,"Kota Gede, Yogyakarta",885,5591,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:32:23.961064+07:00,"2025-08-10T14-32-23.961064+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
94,14,6,32,462,"Prawirotaman, Yogyakarta",556,2742,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:32:24.036518+07:00,"2025-08-10T14-32-24.036518+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
19,14,6,37,400,"Stasiun Lempuyangan, Yogyakarta",419,2314,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:37:29.044904+07:00,"2025-08-10T14-37-29.044904+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
19,14,6,37,654,"Stasiun Tugu, Yogyakarta",673,3620,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:37:29.137003+07:00,"2025-08-10T14-37-29.137003+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
15,14,6,37,714,"Tugu Jogja, Yogyakarta",729,3902,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:37:29.263343+07:00,"2025-08-10T14-37-29.263343+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
180,14,6,37,448,"Malioboro, Yogyakarta",628,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:37:29.418803+07:00,"2025-08-10T14-37-29.418803+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
59,14,6,37,840,"Kota Gede, Yogyakarta",899,5591,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:37:29.544156+07:00,"2025-08-10T14-37-29.544156+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
111,14,6,37,462,"Prawirotaman, Yogyakarta",573,2742,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:37:29.695013+07:00,"2025-08-10T14-37-29.695013+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
21,14,6,42,400,"Stasiun Lempuyangan, Yogyakarta",421,2314,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:42:36.253218+07:00,"2025-08-10T14-42-36.253218+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
47,14,6,42,654,"Stasiun Tugu, Yogyakarta",701,3620,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:42:36.414619+07:00,"2025-08-10T14-42-36.414619+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
73,14,6,42,704,"Tugu Jogja, Yogyakarta",777,3756,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:42:36.553656+07:00,"2025-08-10T14-42-36.553656+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
195,14,6,42,448,"Malioboro, Yogyakarta",643,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:42:36.622513+07:00,"2025-08-10T14-42-36.622513+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
32,14,6,42,840,"Kota Gede, Yogyakarta",872,5591,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:42:36.753233+07:00,"2025-08-10T14-42-36.753233+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
70,14,6,42,462,"Prawirotaman, Yogyakarta",532,2742,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:42:36.889170+07:00,"2025-08-10T14-42-36.889170+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
22,14,6,47,400,"Stasiun Lempuyangan, Yogyakarta",422,2314,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:47:42.055185+07:00,"2025-08-10T14-47-42.055185+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
66,14,6,47,654,"Stasiun Tugu, Yogyakarta",720,3620,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:47:42.155420+07:00,"2025-08-10T14-47-42.155420+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
97,14,6,47,704,"Tugu Jogja, Yogyakarta",801,3756,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:47:42.264405+07:00,"2025-08-10T14-47-42.264405+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
155,14,6,47,448,"Malioboro, Yogyakarta",603,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:47:42.400971+07:00,"2025-08-10T14-47-42.400971+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
30,14,6,47,840,"Kota Gede, Yogyakarta",870,5591,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:47:42.560411+07:00,"2025-08-10T14-47-42.560411+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
60,14,6,47,462,"Prawirotaman, Yogyakarta",522,2742,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:47:42.661790+07:00,"2025-08-10T14-47-42.661790+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
13,14,6,52,400,"Stasiun Lempuyangan, Yogyakarta",413,2314,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:52:49.158403+07:00,"2025-08-10T14-52-49.158403+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
83,14,6,52,654,"Stasiun Tugu, Yogyakarta",737,3620,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:52:49.402393+07:00,"2025-08-10T14-52-49.402393+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
71,14,6,52,714,"Tugu Jogja, Yogyakarta",785,3902,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:52:49.594457+07:00,"2025-08-10T14-52-49.594457+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
149,14,6,52,448,"Malioboro, Yogyakarta",597,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:52:49.764564+07:00,"2025-08-10T14-52-49.764564+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
30,14,6,52,840,"Kota Gede, Yogyakarta",870,5591,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:52:49.948521+07:00,"2025-08-10T14-52-49.948521+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
47,14,6,52,462,"Prawirotaman, Yogyakarta",509,2742,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:52:50.019643+07:00,"2025-08-10T14-52-50.019643+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
16,14,6,57,400,"Stasiun Lempuyangan, Yogyakarta",416,2314,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:57:55.290719+07:00,"2025-08-10T14-57-55.290719+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
73,14,6,57,654,"Stasiun Tugu, Yogyakarta",727,3620,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:57:55.469089+07:00,"2025-08-10T14-57-55.469089+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
65,14,6,57,704,"Tugu Jogja, Yogyakarta",769,3756,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:57:55.584667+07:00,"2025-08-10T14-57-55.584667+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
183,14,6,57,448,"Malioboro, Yogyakarta",631,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:57:55.708102+07:00,"2025-08-10T14-57-55.708102+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
34,14,6,57,840,"Kota Gede, Yogyakarta",874,5591,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:57:55.843846+07:00,"2025-08-10T14-57-55.843846+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
44,14,6,57,462,"Prawirotaman, Yogyakarta",506,2742,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T14:57:56.006285+07:00,"2025-08-10T14-57-56.006285+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
16,15,6,3,400,"Stasiun Lempuyangan, Yogyakarta",416,2314,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:03:02.914737+07:00,"2025-08-10T15-03-02.914737+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
72,15,6,3,654,"Stasiun Tugu, Yogyakarta",726,3620,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:03:03.007799+07:00,"2025-08-10T15-03-03.007799+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
88,15,6,3,704,"Tugu Jogja, Yogyakarta",792,3756,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:03:03.146219+07:00,"2025-08-10T15-03-03.146219+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
251,15,6,3,448,"Malioboro, Yogyakarta",699,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:03:03.261505+07:00,"2025-08-10T15-03-03.261505+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
20,15,6,3,840,"Kota Gede, Yogyakarta",860,5591,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:03:03.348441+07:00,"2025-08-10T15-03-03.348441+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
43,15,6,3,462,"Prawirotaman, Yogyakarta",505,2742,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:03:03.434346+07:00,"2025-08-10T15-03-03.434346+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
23,15,6,8,400,"Stasiun Lempuyangan, Yogyakarta",423,2314,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:08:08.361873+07:00,"2025-08-10T15-08-08.361873+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
81,15,6,8,654,"Stasiun Tugu, Yogyakarta",735,3620,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:08:08.556085+07:00,"2025-08-10T15-08-08.556085+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
108,15,6,8,704,"Tugu Jogja, Yogyakarta",812,3756,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:08:08.731611+07:00,"2025-08-10T15-08-08.731611+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
221,15,6,8,448,"Malioboro, Yogyakarta",669,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:08:08.858712+07:00,"2025-08-10T15-08-08.858712+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
38,15,6,8,840,"Kota Gede, Yogyakarta",878,5591,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:08:09.028595+07:00,"2025-08-10T15-08-09.028595+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
41,15,6,8,462,"Prawirotaman, Yogyakarta",503,2742,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:08:09.099538+07:00,"2025-08-10T15-08-09.099538+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
28,15,6,13,400,"Stasiun Lempuyangan, Yogyakarta",428,2314,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:13:16.260431+07:00,"2025-08-10T15-13-16.260431+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
86,15,6,13,654,"Stasiun Tugu, Yogyakarta",740,3620,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:13:16.423358+07:00,"2025-08-10T15-13-16.423358+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
82,15,6,13,704,"Tugu Jogja, Yogyakarta",786,3756,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:13:16.499445+07:00,"2025-08-10T15-13-16.499445+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
200,15,6,13,448,"Malioboro, Yogyakarta",648,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:13:16.628146+07:00,"2025-08-10T15-13-16.628146+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
24,15,6,13,840,"Kota Gede, Yogyakarta",864,5591,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:13:16.771099+07:00,"2025-08-10T15-13-16.771099+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
44,15,6,13,462,"Prawirotaman, Yogyakarta",506,2742,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:13:16.939277+07:00,"2025-08-10T15-13-16.939277+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
44,15,6,18,400,"Stasiun Lempuyangan, Yogyakarta",444,2314,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:18:21.778953+07:00,"2025-08-10T15-18-21.778953+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
80,15,6,18,654,"Stasiun Tugu, Yogyakarta",734,3620,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:18:21.941949+07:00,"2025-08-10T15-18-21.941949+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
82,15,6,18,704,"Tugu Jogja, Yogyakarta",786,3756,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:18:22.066310+07:00,"2025-08-10T15-18-22.066310+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
159,15,6,18,448,"Malioboro, Yogyakarta",607,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:18:22.250181+07:00,"2025-08-10T15-18-22.250181+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
26,15,6,18,840,"Kota Gede, Yogyakarta",866,5591,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:18:22.388259+07:00,"2025-08-10T15-18-22.388259+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
54,15,6,18,462,"Prawirotaman, Yogyakarta",516,2742,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:18:22.515553+07:00,"2025-08-10T15-18-22.515553+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
29,15,6,23,400,"Stasiun Lempuyangan, Yogyakarta",429,2314,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:23:29.090193+07:00,"2025-08-10T15-23-29.090193+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
124,15,6,23,654,"Stasiun Tugu, Yogyakarta",778,3620,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:23:29.229717+07:00,"2025-08-10T15-23-29.229717+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
109,15,6,23,704,"Tugu Jogja, Yogyakarta",813,3756,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:23:29.393742+07:00,"2025-08-10T15-23-29.393742+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
204,15,6,23,448,"Malioboro, Yogyakarta",652,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:23:29.569683+07:00,"2025-08-10T15-23-29.569683+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
37,15,6,23,840,"Kota Gede, Yogyakarta",877,5591,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:23:29.795382+07:00,"2025-08-10T15-23-29.795382+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
65,15,6,23,462,"Prawirotaman, Yogyakarta",527,2742,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:23:29.888991+07:00,"2025-08-10T15-23-29.888991+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
17,15,6,28,400,"Stasiun Lempuyangan, Yogyakarta",417,2314,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:28:35.354776+07:00,"2025-08-10T15-28-35.354776+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
131,15,6,28,654,"Stasiun Tugu, Yogyakarta",785,3620,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:28:35.502029+07:00,"2025-08-10T15-28-35.502029+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
136,15,6,28,704,"Tugu Jogja, Yogyakarta",840,3756,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:28:35.614414+07:00,"2025-08-10T15-28-35.614414+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
176,15,6,28,448,"Malioboro, Yogyakarta",624,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:28:35.750699+07:00,"2025-08-10T15-28-35.750699+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
34,15,6,28,840,"Kota Gede, Yogyakarta",874,5591,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:28:35.851166+07:00,"2025-08-10T15-28-35.851166+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
99,15,6,28,462,"Prawirotaman, Yogyakarta",561,2742,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:28:36.005650+07:00,"2025-08-10T15-28-36.005650+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
26,15,6,33,400,"Stasiun Lempuyangan, Yogyakarta",426,2314,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:33:41.828783+07:00,"2025-08-10T15-33-41.828783+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
154,15,6,33,654,"Stasiun Tugu, Yogyakarta",808,3620,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:33:41.962811+07:00,"2025-08-10T15-33-41.962811+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
146,15,6,33,704,"Tugu Jogja, Yogyakarta",850,3756,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:33:42.070377+07:00,"2025-08-10T15-33-42.070377+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
216,15,6,33,448,"Malioboro, Yogyakarta",664,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:33:42.245479+07:00,"2025-08-10T15-33-42.245479+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
22,15,6,33,840,"Kota Gede, Yogyakarta",862,5591,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:33:42.399299+07:00,"2025-08-10T15-33-42.399299+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
128,15,6,33,462,"Prawirotaman, Yogyakarta",590,2742,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:33:42.479124+07:00,"2025-08-10T15-33-42.479124+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
20,15,6,38,400,"Stasiun Lempuyangan, Yogyakarta",420,2314,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:38:47.918471+07:00,"2025-08-10T15-38-47.918471+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
138,15,6,38,654,"Stasiun Tugu, Yogyakarta",792,3620,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:38:48.168886+07:00,"2025-08-10T15-38-48.168886+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
153,15,6,38,704,"Tugu Jogja, Yogyakarta",857,3756,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:38:48.391828+07:00,"2025-08-10T15-38-48.391828+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
225,15,6,38,448,"Malioboro, Yogyakarta",673,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:38:48.567859+07:00,"2025-08-10T15-38-48.567859+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
4,15,6,38,844,"Kota Gede, Yogyakarta",848,5558,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:38:48.744099+07:00,"2025-08-10T15-38-48.744099+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
41,15,6,38,466,"Prawirotaman, Yogyakarta",507,2709,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:38:48.852725+07:00,"2025-08-10T15-38-48.852725+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
23,15,6,43,400,"Stasiun Lempuyangan, Yogyakarta",423,2314,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:43:55.454836+07:00,"2025-08-10T15-43-55.454836+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
119,15,6,43,654,"Stasiun Tugu, Yogyakarta",773,3620,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:43:55.597870+07:00,"2025-08-10T15-43-55.597870+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
117,15,6,43,704,"Tugu Jogja, Yogyakarta",821,3756,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:43:55.722629+07:00,"2025-08-10T15-43-55.722629+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
194,15,6,43,448,"Malioboro, Yogyakarta",642,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:43:55.847218+07:00,"2025-08-10T15-43-55.847218+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
18,15,6,43,844,"Kota Gede, Yogyakarta",862,5558,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:43:56.004638+07:00,"2025-08-10T15-43-56.004638+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
36,15,6,43,466,"Prawirotaman, Yogyakarta",502,2709,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:43:56.112255+07:00,"2025-08-10T15-43-56.112255+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
22,15,6,49,400,"Stasiun Lempuyangan, Yogyakarta",422,2314,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:49:01.368672+07:00,"2025-08-10T15-49-01.368672+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
131,15,6,49,654,"Stasiun Tugu, Yogyakarta",785,3620,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:49:01.493123+07:00,"2025-08-10T15-49-01.493123+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
79,15,6,49,714,"Tugu Jogja, Yogyakarta",793,3902,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:49:01.574823+07:00,"2025-08-10T15-49-01.574823+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
204,15,6,49,448,"Malioboro, Yogyakarta",652,2381,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10T15:49:01.707912+07:00,"2025-08-10T15-49-01.707912+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
