,traffic_delay,hour,day_of_week,minute,duration_seconds,destination,duration_traffic_seconds,distance_meters,origin,is_weekend,timestamp,id,timestamp_5min
613,-44,23,5,57,543,"Stasiun Tugu, Yogyakarta",499,3008,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-09 23:57:26.769199+07:00,"2025-08-09T23-57-26.769199+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-09 23:55:00+07:00
614,-66,23,5,57,518,"Tugu Jogja, Yogyakarta",452,2816,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-09 23:57:26.868817+07:00,"2025-08-09T23-57-26.868817+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-09 23:55:00+07:00
615,-41,23,5,57,589,"Malioboro, Yogyakarta",548,3486,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-09 23:57:26.967918+07:00,"2025-08-09T23-57-26.967918+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-09 23:55:00+07:00
616,-111,23,5,57,1141,"Kota Gede, Yogyakarta",1030,7785,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-09 23:57:27.141919+07:00,"2025-08-09T23-57-27.141919+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-09 23:55:00+07:00
617,-73,23,5,57,1114,"Prawirotaman, Yogyakarta",1041,6342,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-09 23:57:27.359337+07:00,"2025-08-09T23-57-27.359337+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-09 23:55:00+07:00
618,1,0,6,2,464,"Stasiun Lempuyangan, Yogyakarta",465,2618,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:02:33.731477+07:00,"2025-08-10T00-02-33.731477+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-10 00:00:00+07:00
619,-48,0,6,2,543,"Stasiun Tugu, Yogyakarta",495,3008,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:02:33.861971+07:00,"2025-08-10T00-02-33.861971+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-10 00:00:00+07:00
620,-84,0,6,2,544,"Tugu Jogja, Yogyakarta",460,3078,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:02:33.954213+07:00,"2025-08-10T00-02-33.954213+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-10 00:00:00+07:00
621,-61,0,6,2,589,"Malioboro, Yogyakarta",528,3486,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:02:34.111257+07:00,"2025-08-10T00-02-34.111257+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-10 00:00:00+07:00
622,-114,0,6,2,1141,"Kota Gede, Yogyakarta",1027,7785,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:02:34.300954+07:00,"2025-08-10T00-02-34.300954+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-10 00:00:00+07:00
623,-81,0,6,2,1114,"Prawirotaman, Yogyakarta",1033,6342,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:02:34.507075+07:00,"2025-08-10T00-02-34.507075+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-10 00:00:00+07:00
624,0,0,6,7,464,"Stasiun Lempuyangan, Yogyakarta",464,2618,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:07:41.254912+07:00,"2025-08-10T00-07-41.254912+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-10 00:05:00+07:00
625,-53,0,6,7,543,"Stasiun Tugu, Yogyakarta",490,3008,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:07:41.428898+07:00,"2025-08-10T00-07-41.428898+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-10 00:05:00+07:00
626,-74,0,6,7,518,"Tugu Jogja, Yogyakarta",444,2816,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:07:41.581004+07:00,"2025-08-10T00-07-41.581004+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-10 00:05:00+07:00
627,-74,0,6,7,589,"Malioboro, Yogyakarta",515,3486,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:07:41.698172+07:00,"2025-08-10T00-07-41.698172+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-10 00:05:00+07:00
628,-131,0,6,7,1141,"Kota Gede, Yogyakarta",1010,7785,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:07:41.889750+07:00,"2025-08-10T00-07-41.889750+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-10 00:05:00+07:00
629,-94,0,6,7,1114,"Prawirotaman, Yogyakarta",1020,6342,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:07:42.064538+07:00,"2025-08-10T00-07-42.064538+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-10 00:05:00+07:00
630,-12,0,6,12,464,"Stasiun Lempuyangan, Yogyakarta",452,2618,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:12:46.631982+07:00,"2025-08-10T00-12-46.631982+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-10 00:10:00+07:00
631,-57,0,6,12,543,"Stasiun Tugu, Yogyakarta",486,3008,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:12:46.827817+07:00,"2025-08-10T00-12-46.827817+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-10 00:10:00+07:00
632,-74,0,6,12,518,"Tugu Jogja, Yogyakarta",444,2816,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:12:46.956857+07:00,"2025-08-10T00-12-46.956857+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-10 00:10:00+07:00
633,-78,0,6,12,589,"Malioboro, Yogyakarta",511,3486,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:12:47.104256+07:00,"2025-08-10T00-12-47.104256+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-10 00:10:00+07:00
634,-141,0,6,12,1141,"Kota Gede, Yogyakarta",1000,7785,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:12:47.311248+07:00,"2025-08-10T00-12-47.311248+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-10 00:10:00+07:00
635,-92,0,6,12,1114,"Prawirotaman, Yogyakarta",1022,6342,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:12:47.504036+07:00,"2025-08-10T00-12-47.504036+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-10 00:10:00+07:00
636,-1,0,6,17,464,"Stasiun Lempuyangan, Yogyakarta",463,2618,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:17:54.455572+07:00,"2025-08-10T00-17-54.455572+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-10 00:15:00+07:00
637,-65,0,6,17,543,"Stasiun Tugu, Yogyakarta",478,3008,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:17:54.560900+07:00,"2025-08-10T00-17-54.560900+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-10 00:15:00+07:00
638,-103,0,6,17,544,"Tugu Jogja, Yogyakarta",441,3078,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:17:54.665632+07:00,"2025-08-10T00-17-54.665632+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-10 00:15:00+07:00
639,-77,0,6,17,589,"Malioboro, Yogyakarta",512,3486,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:17:54.866292+07:00,"2025-08-10T00-17-54.866292+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-10 00:15:00+07:00
640,-210,0,6,17,1204,"Kota Gede, Yogyakarta",994,7575,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:17:55.037267+07:00,"2025-08-10T00-17-55.037267+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-10 00:15:00+07:00
641,-108,0,6,17,1114,"Prawirotaman, Yogyakarta",1006,6342,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:17:55.207065+07:00,"2025-08-10T00-17-55.207065+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-10 00:15:00+07:00
642,6,0,6,22,464,"Stasiun Lempuyangan, Yogyakarta",470,2618,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:22:59.655658+07:00,"2025-08-10T00-22-59.655658+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-10 00:20:00+07:00
643,-75,0,6,22,543,"Stasiun Tugu, Yogyakarta",468,3008,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:22:59.753649+07:00,"2025-08-10T00-22-59.753649+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-10 00:20:00+07:00
644,-110,0,6,22,544,"Tugu Jogja, Yogyakarta",434,3078,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:22:59.944141+07:00,"2025-08-10T00-22-59.944141+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-10 00:20:00+07:00
645,-76,0,6,23,589,"Malioboro, Yogyakarta",513,3486,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:23:00.080760+07:00,"2025-08-10T00-23-00.080760+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-10 00:20:00+07:00
646,-214,0,6,23,1204,"Kota Gede, Yogyakarta",990,7575,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:23:00.292108+07:00,"2025-08-10T00-23-00.292108+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-10 00:20:00+07:00
647,-134,0,6,23,1114,"Prawirotaman, Yogyakarta",980,6342,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:23:00.469971+07:00,"2025-08-10T00-23-00.469971+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-10 00:20:00+07:00
648,-12,0,6,28,464,"Stasiun Lempuyangan, Yogyakarta",452,2618,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:28:07.284961+07:00,"2025-08-10T00-28-07.284961+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-10 00:25:00+07:00
649,-81,0,6,28,543,"Stasiun Tugu, Yogyakarta",462,3008,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:28:07.434394+07:00,"2025-08-10T00-28-07.434394+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-10 00:25:00+07:00
650,-112,0,6,28,544,"Tugu Jogja, Yogyakarta",432,3078,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:28:07.541312+07:00,"2025-08-10T00-28-07.541312+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-10 00:25:00+07:00
651,-83,0,6,28,589,"Malioboro, Yogyakarta",506,3486,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:28:07.679208+07:00,"2025-08-10T00-28-07.679208+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-10 00:25:00+07:00
652,-275,0,6,28,1227,"Kota Gede, Yogyakarta",952,7740,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:28:07.918284+07:00,"2025-08-10T00-28-07.918284+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-10 00:25:00+07:00
653,-132,0,6,28,1114,"Prawirotaman, Yogyakarta",982,6342,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:28:08.169398+07:00,"2025-08-10T00-28-08.169398+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-10 00:25:00+07:00
654,-9,0,6,33,464,"Stasiun Lempuyangan, Yogyakarta",455,2618,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:33:15.491502+07:00,"2025-08-10T00-33-15.491502+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-10 00:30:00+07:00
655,-78,0,6,33,543,"Stasiun Tugu, Yogyakarta",465,3008,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:33:15.635822+07:00,"2025-08-10T00-33-15.635822+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-10 00:30:00+07:00
656,-103,0,6,33,544,"Tugu Jogja, Yogyakarta",441,3078,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:33:15.753896+07:00,"2025-08-10T00-33-15.753896+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-10 00:30:00+07:00
657,-89,0,6,33,589,"Malioboro, Yogyakarta",500,3486,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:33:15.956484+07:00,"2025-08-10T00-33-15.956484+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-10 00:30:00+07:00
658,-177,0,6,33,1141,"Kota Gede, Yogyakarta",964,7785,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:33:16.087854+07:00,"2025-08-10T00-33-16.087854+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-10 00:30:00+07:00
659,-133,0,6,33,1114,"Prawirotaman, Yogyakarta",981,6342,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:33:16.260987+07:00,"2025-08-10T00-33-16.260987+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-10 00:30:00+07:00
660,-19,0,6,38,464,"Stasiun Lempuyangan, Yogyakarta",445,2618,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:38:24.058566+07:00,"2025-08-10T00-38-24.058566+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-10 00:35:00+07:00
661,-87,0,6,38,543,"Stasiun Tugu, Yogyakarta",456,3008,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:38:24.175125+07:00,"2025-08-10T00-38-24.175125+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-10 00:35:00+07:00
662,-111,0,6,38,544,"Tugu Jogja, Yogyakarta",433,3078,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:38:24.386205+07:00,"2025-08-10T00-38-24.386205+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-10 00:35:00+07:00
663,-89,0,6,38,589,"Malioboro, Yogyakarta",500,3486,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:38:24.520158+07:00,"2025-08-10T00-38-24.520158+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-10 00:35:00+07:00
664,-181,0,6,38,1141,"Kota Gede, Yogyakarta",960,7785,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:38:24.705630+07:00,"2025-08-10T00-38-24.705630+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-10 00:35:00+07:00
665,-119,0,6,38,1114,"Prawirotaman, Yogyakarta",995,6342,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:38:24.886598+07:00,"2025-08-10T00-38-24.886598+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-10 00:35:00+07:00
666,-16,0,6,43,464,"Stasiun Lempuyangan, Yogyakarta",448,2618,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:43:30.425554+07:00,"2025-08-10T00-43-30.425554+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-10 00:40:00+07:00
667,-88,0,6,43,543,"Stasiun Tugu, Yogyakarta",455,3008,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:43:30.599402+07:00,"2025-08-10T00-43-30.599402+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-10 00:40:00+07:00
668,-117,0,6,43,544,"Tugu Jogja, Yogyakarta",427,3078,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:43:30.730099+07:00,"2025-08-10T00-43-30.730099+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-10 00:40:00+07:00
669,-91,0,6,43,589,"Malioboro, Yogyakarta",498,3486,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:43:30.815682+07:00,"2025-08-10T00-43-30.815682+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-10 00:40:00+07:00
670,-293,0,6,43,1227,"Kota Gede, Yogyakarta",934,7740,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:43:31.010433+07:00,"2025-08-10T00-43-31.010433+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-10 00:40:00+07:00
671,-130,0,6,43,1114,"Prawirotaman, Yogyakarta",984,6342,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:43:31.330320+07:00,"2025-08-10T00-43-31.330320+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-10 00:40:00+07:00
672,-20,0,6,48,464,"Stasiun Lempuyangan, Yogyakarta",444,2618,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:48:36.256597+07:00,"2025-08-10T00-48-36.256597+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-10 00:45:00+07:00
673,-89,0,6,48,543,"Stasiun Tugu, Yogyakarta",454,3008,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:48:36.344013+07:00,"2025-08-10T00-48-36.344013+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-10 00:45:00+07:00
674,-117,0,6,48,544,"Tugu Jogja, Yogyakarta",427,3078,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:48:36.452133+07:00,"2025-08-10T00-48-36.452133+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-10 00:45:00+07:00
675,-92,0,6,48,589,"Malioboro, Yogyakarta",497,3486,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:48:36.656563+07:00,"2025-08-10T00-48-36.656563+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-10 00:45:00+07:00
676,-196,0,6,48,1141,"Kota Gede, Yogyakarta",945,7785,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:48:36.849950+07:00,"2025-08-10T00-48-36.849950+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-10 00:45:00+07:00
677,-140,0,6,48,1114,"Prawirotaman, Yogyakarta",974,6342,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:48:37.009271+07:00,"2025-08-10T00-48-37.009271+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-10 00:45:00+07:00
678,-31,0,6,53,464,"Stasiun Lempuyangan, Yogyakarta",433,2618,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:53:42.834187+07:00,"2025-08-10T00-53-42.834187+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-10 00:50:00+07:00
679,-89,0,6,53,543,"Stasiun Tugu, Yogyakarta",454,3008,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:53:43.050651+07:00,"2025-08-10T00-53-43.050651+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-10 00:50:00+07:00
680,-103,0,6,53,544,"Tugu Jogja, Yogyakarta",441,3078,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:53:43.202762+07:00,"2025-08-10T00-53-43.202762+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-10 00:50:00+07:00
681,-100,0,6,53,589,"Malioboro, Yogyakarta",489,3486,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:53:43.305798+07:00,"2025-08-10T00-53-43.305798+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-10 00:50:00+07:00
682,-179,0,6,53,1141,"Kota Gede, Yogyakarta",962,7785,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:53:43.444267+07:00,"2025-08-10T00-53-43.444267+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-10 00:50:00+07:00
683,-162,0,6,53,1114,"Prawirotaman, Yogyakarta",952,6342,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:53:43.562370+07:00,"2025-08-10T00-53-43.562370+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-10 00:50:00+07:00
684,-37,0,6,58,464,"Stasiun Lempuyangan, Yogyakarta",427,2618,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:58:49.513444+07:00,"2025-08-10T00-58-49.513444+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-10 00:55:00+07:00
685,-90,0,6,58,543,"Stasiun Tugu, Yogyakarta",453,3008,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:58:49.666701+07:00,"2025-08-10T00-58-49.666701+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-10 00:55:00+07:00
686,-105,0,6,58,544,"Tugu Jogja, Yogyakarta",439,3078,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:58:49.788793+07:00,"2025-08-10T00-58-49.788793+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-10 00:55:00+07:00
687,-111,0,6,58,589,"Malioboro, Yogyakarta",478,3486,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:58:49.886614+07:00,"2025-08-10T00-58-49.886614+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-10 00:55:00+07:00
688,-289,0,6,58,1227,"Kota Gede, Yogyakarta",938,7740,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:58:50.059914+07:00,"2025-08-10T00-58-50.059914+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-10 00:55:00+07:00
689,-173,0,6,58,1114,"Prawirotaman, Yogyakarta",941,6342,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 00:58:50.298849+07:00,"2025-08-10T00-58-50.298849+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-10 00:55:00+07:00
690,-37,1,6,3,464,"Stasiun Lempuyangan, Yogyakarta",427,2618,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 01:03:55.842343+07:00,"2025-08-10T01-03-55.842343+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-10 01:00:00+07:00
691,-92,1,6,3,543,"Stasiun Tugu, Yogyakarta",451,3008,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 01:03:55.932289+07:00,"2025-08-10T01-03-55.932289+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-10 01:00:00+07:00
692,-119,1,6,3,544,"Tugu Jogja, Yogyakarta",425,3078,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 01:03:56.039961+07:00,"2025-08-10T01-03-56.039961+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-10 01:00:00+07:00
693,-106,1,6,3,589,"Malioboro, Yogyakarta",483,3486,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 01:03:56.211774+07:00,"2025-08-10T01-03-56.211774+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-10 01:00:00+07:00
694,-207,1,6,3,1141,"Kota Gede, Yogyakarta",934,7785,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 01:03:56.410132+07:00,"2025-08-10T01-03-56.410132+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-10 01:00:00+07:00
695,-167,1,6,3,1114,"Prawirotaman, Yogyakarta",947,6342,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 01:03:56.540701+07:00,"2025-08-10T01-03-56.540701+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-10 01:00:00+07:00
696,-36,1,6,9,464,"Stasiun Lempuyangan, Yogyakarta",428,2618,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 01:09:02.151702+07:00,"2025-08-10T01-09-02.151702+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-10 01:05:00+07:00
697,-92,1,6,9,543,"Stasiun Tugu, Yogyakarta",451,3008,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 01:09:02.309111+07:00,"2025-08-10T01-09-02.309111+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-10 01:05:00+07:00
698,-123,1,6,9,544,"Tugu Jogja, Yogyakarta",421,3078,"Universitas Gadjah Mada, Yogyakarta",True,2025-08-10 01:09:02.507630+07:00,"2025-08-10T01-09-02.507630+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-10 01:05:00+07:00
